video_id,title,published_at,date,time,hour,duration_seconds,view_count,like_count,comment_count,engagement_rate,has_hashtags,hashtag_count,has_emojis,emoji_count,clean_title,num_words,sentiment_polarity,sentiment,day_of_week
3elS8gt9y4o,these futuristic pointe shoes are INSANE,2024-01-06 21:00:01+00:00,2024-01-06,21:00:01,21,60.0,3799895,316809,478,0.08349888615343319,False,0,False,0,these futuristic pointe shoes are INSANE,6,-1.0,negative,Saturday
NpGTJY9csU4,with my song in the back too👀,2024-01-07 19:00:09+00:00,2024-01-07,19:00:09,19,11.0,100092,5949,10,0.059535227590616635,False,0,True,1,with my song in the back too👀,7,0.0,neutral,Sunday
ARsxNAB3TCo,yall…what do we do now,2024-01-08 19:00:06+00:00,2024-01-08,19:00:06,19,57.0,234121,26581,57,0.11377877251506699,False,0,False,0,yall…what do we do now,5,0.0,neutral,Monday
OJ6kzQVUi9I,what are ur ins and outs😋,2024-01-09 19:00:33+00:00,2024-01-09,19:00:33,19,16.0,54730,2649,21,0.04878494427188014,False,0,True,1,what are ur ins and outs😋,6,0.0,neutral,Tuesday
rd-Vew6gvsE,the last top…IM IN LOVE,2024-01-10 19:00:24+00:00,2024-01-10,19:00:24,19,60.0,74760,4629,22,0.06221241305510968,False,0,False,0,the last top…IM IN LOVE,5,0.25,positive,Wednesday
HKVriWJMlwY,POINTE SHOE UPDATES🩰 we’re all good yall,2024-01-10 21:00:12+00:00,2024-01-10,21:00:12,21,32.0,581633,51991,67,0.08950317468231686,False,0,True,1,POINTE SHOE UPDATES🩰 we’re all good yall,7,0.7,positive,Wednesday
nw8K506_R9A,it’s that mom intuition frfr,2024-01-11 19:00:30+00:00,2024-01-11,19:00:30,19,10.0,93529,6503,19,0.06973238246960836,False,0,False,0,it’s that mom intuition frfr,5,0.0,neutral,Thursday
dfgP6jSsavY,the album art is EVERYTHINGGG,2024-01-11 21:00:18+00:00,2024-01-11,21:00:18,21,11.0,84620,5110,18,0.06060033089104231,False,0,False,0,the album art is EVERYTHINGGG,5,0.0,neutral,Thursday
pRyA9AL6KQ8,it’s giving “don’t talk to me” LMFAOO,2024-01-12 19:00:30+00:00,2024-01-12,19:00:30,19,58.0,109282,7304,14,0.06696436741640892,False,0,False,0,it’s giving “don’t talk to me” LMFAOO,7,0.0,neutral,Friday
nfxOo1WxXvk,heels class sneak peek🤭,2024-01-12 21:00:21+00:00,2024-01-12,21:00:21,21,18.0,114192,5397,8,0.047332562701415164,False,0,True,1,heels class sneak peek🤭,4,0.0,neutral,Friday
j6KXIQMht2c,the chaos of a dancer’s brain😭,2024-01-13 19:00:27+00:00,2024-01-13,19:00:27,19,60.0,94490,5108,14,0.05420679436977458,False,0,True,1,the chaos of a dancer’s brain😭,6,0.0,neutral,Saturday
vSMktHUzTLg,FRAMING MY EP COVER…and dishcloth😭,2024-01-14 19:00:31+00:00,2024-01-14,19:00:31,19,57.0,53862,4768,19,0.08887527384798188,False,0,True,1,FRAMING MY EP COVER…and dishcloth😭,5,0.0,neutral,Sunday
kmtNCTLV2Uw,futuristic pointe shoe fitting👀🩰,2024-01-15 19:00:17+00:00,2024-01-15,19:00:17,19,60.0,761775,91142,179,0.11987922943126252,False,0,True,2,futuristic pointe shoe fitting👀🩰,4,0.0,neutral,Monday
g0kVpdmEbIg,trust the process yall…,2024-01-16 19:00:17+00:00,2024-01-16,19:00:17,19,46.0,112591,5831,27,0.052029025410556796,False,0,False,0,trust the process yall…,4,0.0,neutral,Tuesday
ocvGvC-Z3ho,it’s britney biiiiiiii🤭 GRWM FOR DANCE CLASS💃,2024-01-17 19:00:21+00:00,2024-01-17,19:00:21,19,60.0,114867,10246,38,0.08952962991982032,False,0,True,2,it’s britney biiiiiiii🤭 GRWM FOR DANCE CLASS💃,7,0.0,neutral,Wednesday
opOc7gslLCo,heels class 👠 BRITNEY EDITIONNN,2024-01-18 19:00:32+00:00,2024-01-18,19:00:32,19,30.0,87287,7081,33,0.08150125448233987,False,0,True,1,heels class 👠 BRITNEY EDITIONNN,5,0.0,neutral,Thursday
3A8Y5oVDI4c,the way he backed up LMFAOOO,2024-01-19 19:00:03+00:00,2024-01-19,19:00:03,19,60.0,54782,5377,39,0.09886459055894271,False,0,False,0,the way he backed up LMFAOOO,6,0.0,neutral,Friday
jp1JaTcfpxA,what IS 4+4😭⁉️,2024-01-20 19:00:20+00:00,2024-01-20,19:00:20,19,15.0,70494,4278,56,0.061480409680256476,False,0,True,2,what IS 4+4😭⁉️,3,0.0,neutral,Saturday
OWy3vJHa73s,GRWM for dance class (but i’m REALLY not feeling it),2024-01-21 19:00:10+00:00,2024-01-21,19:00:10,19,60.0,55192,4040,25,0.0736519785476156,False,0,False,0,GRWM for dance class (but i’m REALLY not feeling it),10,-0.1,negative,Sunday
pXwtQXwjLB8,the talent is actually insane.,2024-01-22 19:00:22+00:00,2024-01-22,19:00:22,19,22.0,30982,1771,8,0.05742043767348783,False,0,False,0,the talent is actually insane.,5,-1.0,negative,Monday
YNATwdHeQSk,GRWM for dance class💃 cold edition🥶,2024-01-23 19:00:15+00:00,2024-01-23,19:00:15,19,56.0,32201,2289,8,0.07133318841029782,False,0,True,2,GRWM for dance class💃 cold edition🥶,6,-0.6,negative,Tuesday
Wz7ZIFafuHw,practice makes progress yall,2024-01-24 19:00:25+00:00,2024-01-24,19:00:25,19,53.0,33942,2359,15,0.06994284367450357,False,0,False,0,practice makes progress yall,4,0.0,neutral,Wednesday
VQYPZsRuH6U,the nonstop chaos during a dance😭,2024-01-25 19:00:14+00:00,2024-01-25,19:00:14,19,58.0,22956,1664,7,0.07279142707788813,False,0,True,1,the nonstop chaos during a dance😭,6,0.0,neutral,Thursday
Oi8nh08C1QQ,the struggle is REALLL,2024-01-26 19:00:10+00:00,2024-01-26,19:00:10,19,60.0,29033,2508,8,0.08666000757758413,False,0,False,0,the struggle is REALLL,4,0.0,neutral,Friday
0lAAs0PQ3aY,i was abt to cry yall,2024-01-27 19:00:00+00:00,2024-01-27,19:00:00,19,27.0,25727,1737,11,0.06794418315388502,False,0,False,0,i was abt to cry yall,6,0.0,neutral,Saturday
2zuocDp2HYs,DYEING MY POINTE SHOES BLACK🩰❤️‍🔥,2024-01-28 19:00:01+00:00,2024-01-28,19:00:01,19,56.0,35220,2320,21,0.0664679159568427,False,0,True,2,DYEING MY POINTE SHOES BLACK🩰❤️‍🔥,5,0.0,neutral,Sunday
bRgvn3VCVxY,my pointe shoes are black⁉️,2024-01-29 19:00:17+00:00,2024-01-29,19:00:17,19,60.0,30101,2098,23,0.07046277532307897,False,0,True,1,my pointe shoes are black⁉️,5,0.0,neutral,Monday
jfbDnRsE4-s,ATE IT UPPPP i love heels class,2024-01-30 19:00:20+00:00,2024-01-30,19:00:20,19,29.0,28880,2011,12,0.07004847645429363,False,0,False,0,ATE IT UPPPP i love heels class,7,0.5,positive,Tuesday
Gfhac7Ko6Co,yall ruined my pointe shoes😭😭,2024-01-31 19:00:10+00:00,2024-01-31,19:00:10,19,56.0,289836,26966,165,0.09360810941359941,False,0,True,2,yall ruined my pointe shoes😭😭,5,0.0,neutral,Wednesday
XyLxzimbWtQ,how i made my short film (chaotic),2024-02-01 19:00:12+00:00,2024-02-01,19:00:12,19,60.0,23780,2109,7,0.08898233809924307,False,0,False,0,how i made my short film (chaotic),7,0.0,neutral,Thursday
1ow1LUmDMOQ,MAKING MY SHORT FILM we went to the prop house⁉️🤨,2024-02-02 19:00:02+00:00,2024-02-02,19:00:02,19,59.0,13123,1277,4,0.09761487464756534,False,0,True,2,MAKING MY SHORT FILM we went to the prop house⁉️🤨,10,0.0,neutral,Friday
Oh-wE9-RQZY,i’m not late but IM LATE,2024-02-03 19:00:14+00:00,2024-02-03,19:00:14,19,25.0,25973,1541,15,0.059908366380472027,False,0,False,0,i’m not late but IM LATE,6,-0.075,negative,Saturday
yAvtmh6EqHk,calling all hotties❤️‍🔥,2024-02-04 19:00:32+00:00,2024-02-04,19:00:32,19,16.0,19154,1040,10,0.0548188367964916,False,0,True,1,calling all hotties❤️‍🔥,3,0.0,neutral,Sunday
1HJCWmN8ECw,i’m truly sorry…,2024-02-05 19:00:01+00:00,2024-02-05,19:00:01,19,50.0,29158,1689,9,0.05823444680705124,False,0,False,0,i’m truly sorry…,3,0.0,neutral,Monday
Sqa_TMg3ySg,excuse my french🤭,2024-02-06 19:00:21+00:00,2024-02-06,19:00:21,19,49.0,12821,1263,24,0.10038218547695188,False,0,True,1,excuse my french🤭,3,-0.05,negative,Tuesday
gWPcKxl3tzk,NO LEOTARDS‼️‼️,2024-02-07 19:00:28+00:00,2024-02-07,19:00:28,19,60.0,67641,5946,15,0.08812702355080498,False,0,True,2,NO LEOTARDS‼️‼️,2,0.0,neutral,Wednesday
ES1LZEQybQo,we crashed a party.,2024-02-08 19:00:14+00:00,2024-02-08,19:00:14,19,59.0,9782,952,12,0.0985483541198119,False,0,False,0,we crashed a party.,4,0.0,neutral,Thursday
BoTJpwRuKso,GOODBYE A** CRACK SHORTS,2024-02-09 19:00:09+00:00,2024-02-09,19:00:09,19,59.0,16445,1341,10,0.08215262997871693,False,0,False,0,GOODBYE A** CRACK SHORTS,4,0.0,neutral,Friday
f-oNB4mcSag,the thrift finds are actually insane.,2024-02-09 21:00:30+00:00,2024-02-09,21:00:30,21,60.0,64079,3855,24,0.060534652538273066,False,0,False,0,the thrift finds are actually insane.,6,-1.0,negative,Friday
OXVAXVxIUgQ,russian ballet teacher trauma😭,2024-02-10 19:00:15+00:00,2024-02-10,19:00:15,19,7.0,24630,1295,11,0.05302476654486399,False,0,True,1,russian ballet teacher trauma😭,4,0.0,neutral,Saturday
VFvSIThAlpM,NEW SONG ALERT‼️ get excited yall… “dance of the trees” is coming to you soon,2024-02-10 21:00:10+00:00,2024-02-10,21:00:10,21,19.0,13561,918,13,0.06865275422166507,False,0,True,1,NEW SONG ALERT‼️ get excited yall… “dance of the trees” is coming to you soon,15,0.2556818181818182,positive,Saturday
ZIyiG6RS6Ow,my grammy glambot ft new song🤭,2024-02-11 19:00:16+00:00,2024-02-11,19:00:16,19,14.0,11811,1055,11,0.09025484717636102,False,0,True,1,my grammy glambot ft new song🤭,6,0.13636363636363635,positive,Sunday
io2VeduyQzc,i’m related to the glambot guy⁉️,2024-02-11 21:00:24+00:00,2024-02-11,21:00:24,21,45.0,28474,2098,15,0.07420804944861979,False,0,True,1,i’m related to the glambot guy⁉️,6,0.0,neutral,Sunday
kwjElTWwDQc,how i made my short film🎬,2024-02-12 19:00:21+00:00,2024-02-12,19:00:21,19,56.0,11326,738,3,0.06542468656189299,False,0,True,1,how i made my short film🎬,6,0.0,neutral,Monday
icCrS8UpqyE,i messed up…,2024-02-12 21:00:18+00:00,2024-02-12,21:00:18,21,43.0,10761,725,5,0.06783756156491032,False,0,False,0,i messed up…,3,0.0,neutral,Monday
Pgqrp26KA_k,this is a harp song…🤨,2024-02-13 19:00:10+00:00,2024-02-13,19:00:10,19,19.0,10886,694,9,0.06457835752342458,False,0,True,1,this is a harp song…🤨,5,0.0,neutral,Tuesday
PVd9njrQLwk,the way it matches so well⁉️,2024-02-13 21:00:16+00:00,2024-02-13,21:00:16,21,18.0,8794,376,1,0.042870138730952925,False,0,True,1,the way it matches so well⁉️,6,0.0,neutral,Tuesday
2CpfxxMxLg4,THE UPDATE IS COMING I PROMISE😭,2024-02-14 19:00:01+00:00,2024-02-14,19:00:01,19,29.0,16038,1591,12,0.09995011846863698,False,0,True,1,THE UPDATE IS COMING I PROMISE😭,6,0.0,neutral,Wednesday
raiS-sA1TFk,innovation that excites☕️,2024-02-14 19:00:32+00:00,2024-02-14,19:00:32,19,18.0,8824,520,7,0.05972348141432457,False,0,True,1,innovation that excites☕️,3,0.0,neutral,Wednesday
GrzLUL6pwPY,coming to you soon😏,2024-02-14 21:00:08+00:00,2024-02-14,21:00:08,21,11.0,8419,387,4,0.04644257037652928,False,0,True,1,coming to you soon😏,4,0.0,neutral,Wednesday
-Nu6RshUfOQ,it’s ROUGH out here,2024-02-15 19:00:00+00:00,2024-02-15,19:00:00,19,54.0,10536,567,10,0.05476461655277145,False,0,False,0,it’s ROUGH out here,4,-0.1,negative,Thursday
ugooClHZ2lw,that’s where i draw the line…,2024-02-16 19:00:25+00:00,2024-02-16,19:00:25,19,9.0,7660,332,4,0.04386422976501306,False,0,False,0,that’s where i draw the line…,6,0.0,neutral,Friday
g-oQVq3LcJA,WHY AM I LIKE THIS,2024-02-16 21:00:18+00:00,2024-02-16,21:00:18,21,58.0,8204,606,7,0.07471964895173086,False,0,False,0,WHY AM I LIKE THIS,5,0.0,neutral,Friday
kvePQ9049GM,a VERY rushed grwm…,2024-02-17 19:00:30+00:00,2024-02-17,19:00:30,19,56.0,7959,475,6,0.060434727980902124,False,0,False,0,a VERY rushed grwm…,4,0.2,positive,Saturday
DfRoDRAcIIU,she did not eat that up…,2024-02-17 21:00:05+00:00,2024-02-17,21:00:05,21,9.0,8858,542,3,0.0615263039060736,False,0,False,0,she did not eat that up…,6,0.0,neutral,Saturday
cWWswIID7pI,singles awareness day🥲,2024-02-18 19:00:14+00:00,2024-02-18,19:00:14,19,10.0,6803,375,7,0.056151697780391,False,0,True,1,singles awareness day🥲,3,0.0,neutral,Sunday
oK4DKo4v-yA,a moment for the hair bows🎀,2024-02-18 21:00:18+00:00,2024-02-18,21:00:18,21,19.0,9119,663,13,0.07413093540958439,False,0,True,1,a moment for the hair bows🎀,6,0.0,neutral,Sunday
HlJEN9UA8aw,and she slays everytime❤️‍🔥,2024-02-19 19:00:08+00:00,2024-02-19,19:00:08,19,19.0,7723,623,15,0.08261038456558333,False,0,True,1,and she slays everytime❤️‍🔥,4,0.0,neutral,Monday
AqTUHMObSZ0,filming my depression sequence😀,2024-02-19 21:00:05+00:00,2024-02-19,21:00:05,21,60.0,9534,611,4,0.0645059786028949,False,0,True,1,filming my depression sequence😀,4,0.0,neutral,Monday
WwqRxOelVQs,the STRESS that went into this,2024-02-20 19:00:11+00:00,2024-02-20,19:00:11,19,41.0,5278,478,4,0.09132247063281546,False,0,False,0,the STRESS that went into this,6,0.0,neutral,Tuesday
S5aaW8Q-0Dw,my new song🤭🤭,2024-02-20 21:00:22+00:00,2024-02-20,21:00:22,21,19.0,7326,494,9,0.06865956865956865,False,0,True,2,my new song🤭🤭,3,0.13636363636363635,positive,Tuesday
lqM8Gk0XzMk,DANCE CLASS GRWM💃 the red fit omg,2024-02-21 19:00:31+00:00,2024-02-21,19:00:31,19,60.0,15518,1310,18,0.08557803840701121,False,0,True,1,DANCE CLASS GRWM💃 the red fit omg,7,0.2,positive,Wednesday
X5fMvaieIRc,this dance is dedicated to all my exes😋,2024-02-21 21:00:15+00:00,2024-02-21,21:00:15,21,59.0,20546,1203,15,0.059281611992601964,False,0,True,1,this dance is dedicated to all my exes😋,8,0.0,neutral,Wednesday
0sV4eJn1oPc,like who IS SHEEEEE,2024-02-22 19:00:00+00:00,2024-02-22,19:00:00,19,14.0,4118,330,12,0.08305002428363283,False,0,False,0,like who IS SHEEEEE,4,0.0,neutral,Thursday
_Rm-963v5OA,BALLET SHOTS for the short film🩰 i was exhausted,2024-02-23 19:00:13+00:00,2024-02-23,19:00:13,19,59.0,33362,2921,6,0.08773454828847191,False,0,True,1,BALLET SHOTS for the short film🩰 i was exhausted,9,-0.2,negative,Friday
EF_jUnn8riY,touch some grass!! and check out my new song👀,2024-02-24 19:00:04+00:00,2024-02-24,19:00:04,19,14.0,3365,233,3,0.07013372956909361,False,0,True,1,touch some grass!! and check out my new song👀,9,0.13636363636363635,positive,Saturday
eUFOP_JT9UA,INSANE ROOM TRANSFORMATION for my short film!,2024-02-24 21:00:24+00:00,2024-02-24,21:00:24,21,58.0,12961,1144,2,0.08841910346423887,False,0,False,0,INSANE ROOM TRANSFORMATION for my short film!,7,-0.5,negative,Saturday
vDleB94ihUU,ur wish is my command😈 CHECK OUT MY NEW SONG!!,2024-02-25 19:00:32+00:00,2024-02-25,19:00:32,19,19.0,4756,302,8,0.06518082422203532,False,0,True,1,ur wish is my command😈 CHECK OUT MY NEW SONG!!,10,0.2130681818181818,positive,Sunday
bsAab6cqn34,MAKING A VIRAL SHORT FILM: behind the scenes👀,2024-02-25 21:00:12+00:00,2024-02-25,21:00:12,21,60.0,5626,447,4,0.08016352648418058,False,0,True,1,MAKING A VIRAL SHORT FILM: behind the scenes👀,8,-0.2,negative,Sunday
JafzVpWpvmA,2am film making😭 i’m so tired,2024-02-26 19:00:07+00:00,2024-02-26,19:00:07,19,42.0,6721,548,3,0.08198184793929475,False,0,True,1,2am film making😭 i’m so tired,6,-0.4,negative,Monday
j_Ops8c21ew,DANCE OF THE TREES coming to you🫵,2024-02-26 21:00:20+00:00,2024-02-26,21:00:20,21,19.0,5727,280,7,0.0501134974681334,False,0,True,1,DANCE OF THE TREES coming to you🫵,7,0.0,neutral,Monday
2D-FeOlEo4k,LAST DAY OF MAKING MY SHORT FILM and a new one coming up👀,2024-02-27 17:15:00+00:00,2024-02-27,17:15:00,17,51.0,3254,276,5,0.08635525507068224,False,0,True,1,LAST DAY OF MAKING MY SHORT FILM and a new one coming up👀,13,0.04545454545454545,positive,Tuesday
TxA7m08bxoA,what living in LA is really like…,2024-02-27 19:00:12+00:00,2024-02-27,19:00:12,19,53.0,7139,521,3,0.07339963580333381,False,0,False,0,what living in LA is really like…,7,0.2,positive,Tuesday
uu8NpsjWIwI,no regrets….,2024-02-27 19:00:24+00:00,2024-02-27,19:00:24,19,10.0,9209,497,6,0.054620479965251385,False,0,False,0,no regrets….,2,0.0,neutral,Tuesday
-z0nqfa4q90,what making a short film is REALLY like,2024-02-27 21:00:00+00:00,2024-02-27,21:00:00,21,59.0,8711,499,0,0.05728389392721846,False,0,False,0,what making a short film is REALLY like,8,0.1,positive,Tuesday
8yT4urpUwa4,GRWM to dance for my new song💃,2024-02-27 21:00:04+00:00,2024-02-27,21:00:04,21,58.0,5941,444,2,0.07507153677832015,False,0,True,1,GRWM to dance for my new song💃,7,0.13636363636363635,positive,Tuesday
S78cd8pOSDU,OUT TODAY!!!! stream dance of the trees,2024-02-27 21:00:16+00:00,2024-02-27,21:00:16,21,16.0,6685,399,6,0.0605833956619297,False,0,False,0,OUT TODAY!!!! stream dance of the trees,7,0.0,neutral,Tuesday
7WdbK1TF3_U,POINTE SHOE PREP🩰 (library edition…),2024-02-27 22:00:03+00:00,2024-02-27,22:00:03,22,59.0,1215981,83454,193,0.06878972615526065,False,0,True,1,POINTE SHOE PREP🩰 (library edition…),5,0.0,neutral,Tuesday
QlSPUaV29Zc,PREP MY POINTE SHOES🩰 in the library😭,2024-02-27 22:00:23+00:00,2024-02-27,22:00:23,22,59.0,14330,1155,7,0.08108862526168877,False,0,True,2,PREP MY POINTE SHOES🩰 in the library😭,7,0.0,neutral,Tuesday
IRrH9KsUBdg,“dance of the trees” (part 1 of 4),2024-02-28 20:00:05+00:00,2024-02-28,20:00:05,20,19.0,14435,1491,19,0.10460685833044683,False,0,False,0,“dance of the trees” (part 1 of 4),8,0.0,neutral,Wednesday
JKpGIi9qkVM,“dance of the trees” pt. 3/4 Eye,2024-02-28 22:47:54+00:00,2024-02-28,22:47:54,22,19.0,14568,1110,12,0.07701812191103789,False,0,False,0,“dance of the trees” pt. 3/4 Eye,7,0.0,neutral,Wednesday
Vre3wlh5HDA,NEW SONG OUT NOW🤭🤭,2024-02-29 21:00:24+00:00,2024-02-29,21:00:24,21,16.0,4738,272,3,0.05804136766568172,False,0,True,2,NEW SONG OUT NOW🤭🤭,4,0.13636363636363635,positive,Thursday
CkFSH6pJGcA,BREAK MY POINTE SHOES🩰 it’s a whole process…,2024-03-01 19:00:13+00:00,2024-03-01,19:00:13,19,59.0,18203,1205,7,0.06658243146734055,False,0,True,1,BREAK MY POINTE SHOES🩰 it’s a whole process…,8,0.2,positive,Friday
v-W_1T6UMHk,the pointe shoes are ready😈,2024-03-01 21:00:33+00:00,2024-03-01,21:00:33,21,42.0,16235,1196,6,0.07403757314444102,False,0,True,1,the pointe shoes are ready😈,5,0.0,neutral,Friday
YbpJVjFRHzk,the transformation tho…🔥💃,2024-03-02 19:00:12+00:00,2024-03-02,19:00:12,19,16.0,14553,922,7,0.06383563526420669,False,0,True,2,the transformation tho…🔥💃,3,0.0,neutral,Saturday
M-JycvYu440,DANCING FOR MY NEW SONG👀 this choreo was out of my comfort zone…,2024-03-02 21:00:09+00:00,2024-03-02,21:00:09,21,60.0,18421,1155,4,0.06291732262092177,False,0,True,1,DANCING FOR MY NEW SONG👀 this choreo was out of my comfort zone…,13,0.13636363636363635,positive,Saturday
oWC2dg8Ur5s,“dance of the trees” pt. 4/4 Apple,2024-03-03 01:48:12+00:00,2024-03-03,01:48:12,1,14.0,7581,556,5,0.074000791452315,False,0,False,0,“dance of the trees” pt. 4/4 Apple,7,0.0,neutral,Sunday
BbD4V95Zg4o,dancer math ......,2024-03-03 19:00:04+00:00,2024-03-03,19:00:04,19,26.0,9871,624,2,0.06341809340492352,False,0,False,0,dancer math ......,3,0.0,neutral,Sunday
jSpKxw5-vrs,GRWM for an INTENSE dance practice😭,2024-03-03 21:00:30+00:00,2024-03-03,21:00:30,21,56.0,5787,445,1,0.07706929324347676,False,0,True,1,GRWM for an INTENSE dance practice😭,6,0.2,positive,Sunday
qjbBiC49_8Q,STYLE MY DANCE LOOK💃 for my new song,2024-03-04 19:00:30+00:00,2024-03-04,19:00:30,19,59.0,14926,902,3,0.06063245343695565,False,0,True,1,STYLE MY DANCE LOOK💃 for my new song,8,0.13636363636363635,positive,Monday
twTl6BzxJTw,the visuals are INSANE.,2024-03-04 21:00:24+00:00,2024-03-04,21:00:24,21,22.0,5600,394,2,0.07071428571428572,False,0,False,0,the visuals are INSANE.,4,-1.0,negative,Monday
-HY8cBDvDc0,dancer’s guilt.,2024-03-05 19:00:00+00:00,2024-03-05,19:00:00,19,17.0,12768,901,6,0.07103696741854637,False,0,False,0,dancer’s guilt.,2,0.0,neutral,Tuesday
de1h60FlNL8,the split makeup LOL,2024-03-05 21:00:31+00:00,2024-03-05,21:00:31,21,58.0,4608,273,3,0.059895833333333336,False,0,False,0,the split makeup LOL,4,0.8,positive,Tuesday
O74_f7f0x-c,last minute CHAOS💄,2024-03-06 19:00:19+00:00,2024-03-06,19:00:19,19,45.0,12340,687,2,0.05583468395461912,False,0,True,1,last minute CHAOS💄,3,0.0,neutral,Wednesday
s5ChYyUEMGI,BEHIND THE SCENES of the visuals for my new song🎬🎬,2024-03-06 21:00:23+00:00,2024-03-06,21:00:23,21,51.0,305237,28804,21,0.09443481622476961,False,0,True,2,BEHIND THE SCENES of the visuals for my new song🎬🎬,10,-0.13181818181818183,negative,Wednesday
pqh0L6fNi1o,MAKING THE VISUALS FOR MY NEW SONG🎬😈,2024-03-07 19:00:20+00:00,2024-03-07,19:00:20,19,38.0,26362,1792,5,0.06816629997723997,False,0,True,2,MAKING THE VISUALS FOR MY NEW SONG🎬😈,7,0.13636363636363635,positive,Thursday
uV1kz9KVBZ0,this remix tho…GO STREAM DANCE OF THE TREES‼️,2024-03-07 21:00:26+00:00,2024-03-07,21:00:26,21,15.0,4909,270,6,0.05622326339376655,False,0,True,1,this remix tho…GO STREAM DANCE OF THE TREES‼️,8,0.0,neutral,Thursday
442ZzzqnbSY,keep an eye out next time heheheheh,2024-03-08 19:00:01+00:00,2024-03-08,19:00:01,19,21.0,10962,533,1,0.04871373836891078,False,0,False,0,keep an eye out next time heheheheh,7,0.0,neutral,Friday
Yi6eK6LJWUM,MOM IM ON SPOTIFY,2024-03-08 21:00:16+00:00,2024-03-08,21:00:16,21,16.0,6917,444,7,0.06520167702761313,False,0,False,0,MOM IM ON SPOTIFY,4,0.0,neutral,Friday
ttPN2rndqUQ,WTF IM ON A BILLBOARD⁉️,2024-03-09 19:00:23+00:00,2024-03-09,19:00:23,19,12.0,9826,686,18,0.07164665174028088,False,0,True,1,WTF IM ON A BILLBOARD⁉️,5,-0.5,negative,Saturday
qVqF1rEq384,HELP ME FIND MY BILLBOARD🙏,2024-03-09 21:00:18+00:00,2024-03-09,21:00:18,21,30.0,11076,908,10,0.0828819068255688,False,0,True,1,HELP ME FIND MY BILLBOARD🙏,5,0.0,neutral,Saturday
h6jplaj_6OE,GO WATCH THE VISUALS (i promise they’re cool),2024-03-10 18:00:15+00:00,2024-03-10,18:00:15,18,21.0,8505,546,7,0.06502057613168724,False,0,False,0,GO WATCH THE VISUALS (i promise they’re cool),8,0.35,positive,Sunday
2g7Pr5zb6oI,trust no one😒…,2024-03-11 18:00:01+00:00,2024-03-11,18:00:01,18,56.0,28524,1528,13,0.05402468097041088,False,0,True,1,trust no one😒…,3,0.0,neutral,Monday
3cOU7aRlBmA,THEY DID WHAT😭,2024-03-11 20:00:01+00:00,2024-03-11,20:00:01,20,59.0,19025,1340,16,0.07127463863337713,False,0,True,1,THEY DID WHAT😭,3,0.0,neutral,Monday
D0HYsq756z0,THIS IS INSANE U GUYS stream my new song ‘dance of the trees’🤭,2024-03-12 18:00:05+00:00,2024-03-12,18:00:05,18,13.0,8319,548,11,0.0671955763913932,False,0,True,1,THIS IS INSANE U GUYS stream my new song ‘dance of the trees’🤭,13,-0.4318181818181818,negative,Tuesday
cueatt_ZWe8,the last one LMFAOO💀,2024-03-12 20:00:18+00:00,2024-03-12,20:00:18,20,34.0,10795,750,3,0.0697545159796202,False,0,True,1,the last one LMFAOO💀,4,0.0,neutral,Tuesday
sqV0YW8Go_g,do NOT process your film at CVS‼️,2024-03-13 18:00:27+00:00,2024-03-13,18:00:27,18,24.0,15385,939,5,0.06135846603834904,False,0,True,1,do NOT process your film at CVS‼️,7,0.0,neutral,Wednesday
Q2mwVZx6IHI,PLS TELL ME THERE ARE MORE CURSIVE LOVERS🙏,2024-03-13 20:00:14+00:00,2024-03-13,20:00:14,20,23.0,14395,933,68,0.06953803403959709,False,0,True,1,PLS TELL ME THERE ARE MORE CURSIVE LOVERS🙏,8,0.25,positive,Wednesday
DnflFmii5QE,a whole 360 LOL,2024-03-14 18:00:05+00:00,2024-03-14,18:00:05,18,12.0,12400,746,6,0.06064516129032258,False,0,False,0,a whole 360 LOL,4,0.5,positive,Thursday
1EwyVHMsrto,i promise i’m not trying to gatekeep😭,2024-03-14 20:00:02+00:00,2024-03-14,20:00:02,20,60.0,16418,1604,19,0.09885491533682543,False,0,True,1,i promise i’m not trying to gatekeep😭,7,0.0,neutral,Thursday
y7ktmZ1aozU,STREAM MY NEW SONG‼️ on all platforms🔥,2024-03-15 18:00:24+00:00,2024-03-15,18:00:24,18,19.0,10739,643,18,0.06155135487475556,False,0,True,2,STREAM MY NEW SONG‼️ on all platforms🔥,7,0.13636363636363635,positive,Friday
5smN03dyDfU,this is THE dress.,2024-03-16 18:00:07+00:00,2024-03-16,18:00:07,18,25.0,31657,2388,21,0.07609691379473735,False,0,False,0,this is THE dress.,4,0.0,neutral,Saturday
J3ejoo9ClLU,not very coquette🎀…,2024-03-17 18:00:14+00:00,2024-03-17,18:00:14,18,11.0,7133,461,4,0.06518996214776392,False,0,True,1,not very coquette🎀…,3,-0.1,negative,Sunday
rChsjeiLgqM,the pieces turned out SO GOOD,2024-03-17 20:00:24+00:00,2024-03-17,20:00:24,20,60.0,16509,1919,12,0.11696650311951057,False,0,False,0,the pieces turned out SO GOOD,6,0.7,positive,Sunday
TEwpgxywWZ0,SAILOR MOON INSPIRED MY MUSIC COVER⁉️,2024-03-18 18:00:20+00:00,2024-03-18,18:00:20,18,51.0,15621,1229,10,0.07931630497407337,False,0,True,1,SAILOR MOON INSPIRED MY MUSIC COVER⁉️,6,0.0,neutral,Monday
